id,label
2381,George Caragonne
2387,Mark Pacella
2388,Brian Pelletier
10581,Vero Gandini
2392,Bonnie Wilford
2428,Joe Kelly
2461,Linda Grant
2468,Steve Mellor
10666,Jess Harrold
2476,Louis Williams
10669,FIRM 15
2477,Chuck Patton
2488,Kevin Kobasic
2490,Sergio Cariello
2502,Ron Wagner
2503,James Felder
2507,Cary Nord
2509,John Rozum
2526,Richie Acosta
2527,Jonathan Barron
10732,KNIGHT AGENCY, INC.
10759,Jeff Lemire
10772,BRIAN JAMES REED
10778,EMMA MARIA RIOS MANEIRO
10785,Stephanie Hans
2626,Alan Zelenetz
2630,James Owsley
10824,Whilce Portacio
2644,Ricardo Villagran
2651,Gary Hartle
2652,Randall Frenz
2673,Ron Marz
2674,Bruce Zick
2681,Glenn Greenberg
2683,Robert Walker
10875,PACIFIC RIM GRAPHICS LTD
2689,Frank Toscano
10886,METROPOLIS COLLECTIBLES
2695,Armando Gil
2697,Butch Guice
2706,Dann Thomas
2709,Vince Mielcarek
2712,Richard Howell
2713,Gary Barnum
2720,Mike Bair
2721,Ed Murr
2722,Scott Benson
10915,Romina Moranelli
2724,Jean-Marc Lofficier
2725,Randy Lofficier
10918,MICHAEL SUAYAN
10928,JORGE CARLOS MOLINA MANZANERO
2747,John Warner
2755,Mike Royer
10950,Robin C. Ha
2771,Paul Kupperberg
2784,David Michelinie
2797,Roy Richardson
10991,STAN LEE DBA SL PRODUCTIONS
11000,Francesco Artibani
11002,Mick Anglo
11009,WILLIAM P. MURRAY
2820,Dan Day
2821,Phil Gosier
2822,Dave Hoover
2835,Pino Rinaldi
11041,ROBERT J. SODARO
11044,Mark Armstrong
11045,Eric Cartier
11052,STEVEN MARK SANDERS
2861,Bernie Wrightson
11063,Terry Kevin Austin
2879,Adam Kubert
11071,SCOTT RICHARDSON
2884,Mimi Gold
11092,Jenny Frison
2909,Roy Thomas
11122,Gabriel Ba
11123,Mary H.K. Choi
11133,Ben Mccool
2949,Dan Reed
2954,Gary Barker
2955,Tom Field
2958,Andrew Wildman
2961,Lee Sullivan
11155,Micah J. Gunnell
2964,Chris Renaud
2965,Frank Teran
2970,Jeff Rebner
2975,David Brewer
2983,Richard Case
2985,Javier Pulido
2986,Sean Parsons
11180,LUCIANO QUEIROS DBA LUKE ROSS
2989,Matt Idelson
2997,Fred Hembeck
11197,Vincent D. Hernandez
11204,Fabio Moon
3030,Scott Williams
3031,Dennis Mallonee
3047,Kevin Hopgood
3051,Tom Tenney
3053,Don Cameron
3054,Allyn Brodsky
3057,Dave Chlystek
3058,Fred Haynes
11253,HARVEY PEKAR
11255,Gene Luen Yang
11263,Emanuela Lupacchino
3073,Marc Campos
3075,Robert Kanigher
11268,Davide Gianfelice
11275,CHRISTOPHER EMANUEL WILLIAMS
11280,MARK J. SIMMONS
11281,DANNI LUO
3095,Blank
11289,JOSEPH J. SUITOR
11294,David Jason Latour
3105,Jerry Decaire
3106,Ernie Stiner
11300,Renato Guedes
11303,CAIO REISS
11306,Jason Latour
11307,Tom Fowler
11308,Matt Camp
11309,Mike Del Mundo
3119,Steve Gan
3131,Mark Evanier
3133,Gardner F. Fox
3134,Irv Wesley
3138,Pat Mills
3140,Steve Moore
11333,BRIAN CLAY MOORE
11335,FRANKLIN MARRAFFINO
11341,Stephane Perger
11345,Mirko Colak
11347,Brandon Montclare
11354,Declan Shalvey
11361,PETER VUONG NGUYEN
11362,NICOLA MERANTE
3180,Sonny Trinidad
3186,Vicente Alcazar
3197,Mary Skrenes
11394,Andie Tong
11396,Rafael Grampa
11398,Adam Archer
11400,Shane White
3221,Bill Wray
11414,Clark Gregg
11419,Barry Windsor-Smith
3227,Steve Skeates
11421,Roberto Delatorre
11420,Vincent Villagrasa
3233,Peter Gillis
11434,Nick Spencer
11435,Mike Henderson
11437,Janet Lee
11440,George Parlett
11441,James Bleach
11442,Deon Nockuls
3254,Bill Flanagan
3260,Bill Willingham
11457,Fernando Blanco
11463,Jason Aaron
11467,Dean V. White
11469,Jordi Tarragona
11475,Felix Ruiz Ruiz
11484,Seth Mann
11488,Julian Totino Tedesco
11489,Michael Broussard
11491,Michael Babinski
11496,Victor Varnado
11501,Mark Texeira
11511,Jeffrey C. York
11521,Greg Horn
11525,Christian Nauck
3337,Jim Sherman
11530,Sam Humphries
11531,Ramon Perez
11539,Christopher Yost
3347,Kelly Jones
11543,Dan Brown
11544,Brian Wood
11555,Roberto Pascual De La Torre
11560,Dalibor Talajic
3371,Brian Postman
3374,Jeff Aclin
11575,Kris Anka
3386,Sanho Kim
11579,Sunny Gho
3389,Ian Akin
3390,Brian Garvey
11583,Kevin Walker
3393,Sven Larsen
3394,Craig Brasfield
11586,Nicholas Spencer
3396,Frank Turner
3401,Manny Galan
11595,Alejandro Garza
3404,Dario Carrasco Jr.
11600,Anthony Cotilletta
3410,Steve Purcell
3411,Hugh Haynes
3412,Marcus Mclaurin
3414,James D. Hudnall
3415,John Calimee
11610,David Marquez
11611,Eric Pearson
11614,Rafa Lopez Blanco
3436,Bo Hampton
3441,Dwight Jon Zimmerman
3446,Guang Yap
3447,Michael Zeck
11647,Tom Brennan
3456,Gavin Curtis
3459,Judy Bogdanove
3478,Bill Wylie
3483,Mark Beachum
11680,Gerry Duggan
3507,Roy Burdine
3521,Cindy Martin
3524,Adam Blaustein
11725,Connor Willumsen
3535,Steve Butler
11735,Laura Allred
11737,Daniel Ketchum
11743,Jonathan Hickman
3555,Donald Hudson
11748,Marco Checchetto
3562,Vince Giarrano
11757,Salvador Larroca
3568,Cary Bates
3572,Kelly Corvese
11765,Christos Gage
3577,Greg Luzniak
3580,Paul Borges
3593,Eric Battle
3595,Dietrich Smith
11788,Jennifer Van Meter
11791,Justin F. Aclin
11798,Matteo Buffagni
11799,Nathan Edmondson
11801,Brian Posehn
3610,Lee Moder
3611,Joseph Harris
3612,Nghia Lam
3609,Trevor Scott
3633,Chris Batista
3634,Buzz
3637,Scott Lobdell
3640,John Arcudi
3642,Rob Stotz
11835,Rick Remender
3644,Mel Rubi
3646,Dale Eaglesham
3648,Chris Wozniak
3651,Seth Kruchkow
3652,Mark Badger
3655,Will Simpson
3664,Matthew Ryan
3667,Richard Ashford
3671,Chris Cooper
3673,Robert Brown
3674,John Royle
3682,Darrick Gross
3683,Jeff Moy
11875,Nick Bradshaw
11879,Stephen Wacker
3692,Freddy Mendez
11886,Francesco Francavilla
11887,ART &amp; COMICS INT'L
3703,Barry Dutter
11898,Joseph Keatinge
11901,Dennis &quot;Hopeless&quot; Hallum
11904,Dexter Soy
3715,Chris Henderson
11912,Valerio Schiti
11913,Christopher a. Jones
11914,William Reilly Brown
3722,Paris Karounos
11917,Seth Peck
3727,John Figueroa
11922,Yves Bigerel
3733,Sandy Plunkett
3736,Chuck Kim
3738,Colin MacNeil
11930,Tradd Moore
3740,Mariano Nicieza
11931,Jeff Lindsay
3743,Mindy Newell
11937,Clay Mcleod Chapman
11938,Jacob Semaan
3750,Patrick Archibald
3754,Mike Lackey
3759,Robert Davis
3766,Malcolm Jones
11959,Christopher W. Sebela
11961,Luciano Vecchio
11965,William Sliney
3779,John Czop
3780,J.j. Birch
3782,Kris Renkewitz
11975,Raul Alfonso Veldes Segura
11976,Peter M. Woods
3787,Malcolm Davis
11983,Marco Rudy Teixeira Retagi
3796,Evan Skolnick
3797,Guy Dorian
3798,John Stokes
3802,Patrick Rolo
3804,Alan Cowsill
3807,Scott Elmer
3811,Charlie Adlard
3820,Paco Diaz Luque
3822,Ernie Colon
3826,David Day
3832,Sholly Fisch
3834,Jack C. Harris
3842,Chris Tsuda
3843,Ed Simmons
3846,Jose Delbo
3850,Hollis Bright
3853,Eric Shanower
3862,Mike Collins
3878,Jason Balgobis
3883,Doug Murray
3885,Karl Story
3894,Tony Salmons
3895,Michael Gallagher
3899,Timothy Truman
3900,Gary Kwapisz
3904,Vince Evans
3912,Moebius
3916,Dan Fraga
12119,Roger R. Robinson
12120,David Messina
12125,Alejandro Barrionuevo Iribarne
3935,Roger Salick
3937,Bill Marimon
3940,Rafael Kayanan
3942,John Marks
12136,Annie Wu
3945,Elman Brown
3947,John Hebert
12146,Jesse Alan Hamm
3968,Ian Edginton
12162,Frederick Jan Van Lente
12166,Kate Brown
3975,Joe St. Pierre
3978,David Boller
12174,Al Ewing
3985,Chris Sprouse
3996,Jose Ladronn
3998,Steve Seagle
3999,Scott Clark
4000,Chris Carlson
12203,Filipe Daniel Moreno De Andrade
4013,Darko Macan
12208,Arthur Adams
4017,Mike Huddleston
4022,Arnie Jorgensen
4024,Joel Thomas
4027,Ben Herrera
4028,Wilfred Santiago
12226,Jean-Francois Beaulieu
4039,Bernard Chang
4042,Steve Crespo
4045,Chap Yaep
4046,Allen Im
4047,Steven Harris
4050,Gloria Vasquez
4052,German Garcia
4053,Stephen Platt
12246,James Starlin
4056,Aron Wiesenfeld
4060,Shon Bury
12253,Joshua Hale Fialkov
4065,Gregg Schigiel
4067,Rob Stull
12259,Riccardo Burchielli
4071,Juan Santacruz
12263,Corinna S. Bechko
4074,Walden Wong
4078,Jason Gorder
4090,G. L. Lawrence
12296,Clayton Thomas Mann
12297,Andre Lima Araujo
12298,Scott Hepburn
12299,Eric James Shanower
12300,Rock-He Kim
4118,Shannon Denton
12314,Stephane Roux
4124,Walter Mcdaniel
12319,Aaron Kim Jacinto
12320,Klebs Junior
4128,P. Woods
4144,Stan Kay
4145,Ruben Diaz
12338,Mukesh Singh
12339,Kevin Wada
4150,Paco Diaz
12343,Jennifer Van Meter
12344,Robert Scott Adsit
4160,Steve Mannion
12368,Greg Smallwood
12369,Gerardo Sandoval
12370,Piotr Kowalski
12371,Charles Soule
12372,Lee Allred
12374,Agustin Alessio
12375,Katie Cook
12377,Kevin Shinick
12381,David Ari Leon
12382,Guy Erez
12385,Carmen Carnero
12386,Mitchell Gerads
12389,Ron Ackins
12390,Jim Zub
12391,Derlis Santacruz
12392,David Lopez
12393,Michael Walsh
12394,Ales Kot
12395,Rock-He Kim
4205,Steve Oliff
12398,Jonathan Marks
12399,Robbi Rodriguez
12406,Marc Laming
12407,George Romero
12408,Michel Fiffe
12409,Giannis Milonogiannis
12411,Felipe Smith
12415,Brandon Seifert
12416,Tana Ford
12417,Raffaele Ienco
12418,Paul Scheer
12419,Nick Giovannetti
12421,Marco Rudy
12422,Garry Brown
12424,Freddie Willaims
12425,Enis Cisic
12426,Javier Garron
12427,Oliver Nome
12428,Jake Wyatt
12429,Gerard Way
4239,Jose Albelo
12431,Victor Ibanez
12433,Ron Wimberly
12434,Ariela Kristantina
12435,German Peralta
12436,Federico Santagati
12437,Stacey Lee
12438,Jeff Loveness
12439,The Original Writer
12440,Kevin Maurer
12441,Marguerite Bennett
12442,Ray Fawkes
12444,Robbie Thompson
12445,Jake Parker
12446,Dennis Medri
12447,Tom Taylor
12448,Yildiray Cinar
12449,Russell Dauterman
12450,James Tynion
4259,Rafael Marin
12452,Mike Costa
4261,Jorge Pereira Lucas
12451,Jorge Jiminez
12453,Ron Salas
4264,John Estes
4260,Francisco Ruiz Velasco
12459,Frank Barbiere
12460,Marco Failla
4269,Darwyn Cooke
12461,Dave Williams
12462,Andrea Sorrentino
12463,Andy Clarke
12464,Erica Henderson
12465,Ryan North
4275,Paul Pope
12466,Jorge Fornes
12469,Langdon Foss
12470,Christian Ward
12471,Filipe Andrade
12472,Jamal Campbell
12468,John Timms Moreira
12474,Cm Punk
12475,Noelle Stevenson
12476,Rob Guillory
12477,Marguerite Sauvage
4282,Dean Haspiel
12479,Jason Masters
12480,Szymon Kudranski
12481,Rich Ellis
12478,John Timms Moreira
12483,Nik Virella
12485,Nicole Virella
12486,Jacob Parker
12487,Peter Nguyen
12488,Luca Pizzari
12489,R.B. Silva
12490,Laura Braga
12491,Tigh Walker
12492,Ario Anindito
12493,Otto Schmidt
12494,Chip Zdarsky
12497,Jim Zubkavich
4306,Laura Martin
12500,Carmine DiGiandomenico
4309,Garry Leach
12502,Andrea Divito
12501,Corona Pilgrim
12504,Peter Krause
12505,Allen Nunis
12503,Ryan Lee
12509,Russ Manning
12512,Nicola Scott
12516,Walt Simonson
12517,Randy Stradley
12518,Kerry Gammill
4327,Michael Zulli
4330,Graham Nolan
12523,Randy Green
12524,Tim Truman
4333,Eric Stephenson
4332,Steve Rude
12525,David&amp;#233; Fabbri
12522,Doug Petrie
12529,Al Barrionuevo
4339,Jonathan Peterson
12534,Peet Janes
12535,Edvin Biukovic
12537,Mike Hansen
12538,Dave Ross
12540,Adam Gallardo
12543,Jim Woodring
4352,Jessica Ruffner
12545,Ryder Windham
12548,Dave Land
12549,Kevin Rubio
12550,Lucas Marangon
12551,Jesus Saiz
4367,Ryan Kelly
12559,Beau Smith
12562,Henry Gilroy
4371,Andy Schmidt
12571,Scott Allie
12574,C.B. Cebulski
12581,Chris Eliopoulos
12582,Jon Sommariva
12583,Chris Cerasi
12586,Timothy Green II
12590,Jon Adams
12595,W. Haden Blackman
12600,Jeremy Barlow
12601,Scott Kurtz
12603,Rick Geary
4412,Cory Sedlmeier
12607,Thomas Andrews
12612,Chris Scalf
12613,John Wagner
12617,Tom Veitch
4426,Dan Buckley
4427,Marc Andreyko
4430,Jeff Youngquist
12623,Bruno Redondo
12624,Juan Frigeri
12625,Tim Siedell
12628,Iván Fernández
12629,Dave Manak
12632,Anthony Daniels
12634,Jim Baikie
12635,Olivier Vatine
12636,Colin Wilson
12637,Art Wetherell
4451,Peter Sanderson
12644,Alan Robinson
12651,Omar Francia
12654,Kajo Baldisimo
12656,Michael A. Stackpole
12657,Alexander Freed
12658,Andrea Chella
4469,Richard Bennett
12664,Shin-Ichi Hiromoto
12671,Toshiki Kudo
12676,J. W. Rinzler
12678,Dan Brereton
12679,Chris Avellone
4488,Dan Norton
4493,Rob Jensen
12690,Patrick Blaine
12691,Paul Alden
12692,Rob Liefeld, Fabian Nicieza
4501,Ashley Wood
12694,Gustavo Duarte
12693,Alec Morgan
12696,Nico Leon
12697,Siya Oum
12699,Ed Brisson
4508,Steve Uy
12700,Andre Aruajo
12702,J.L. Giles
12704,Brian Kesinger
12705,Diogo Saido
4514,Steve Kim
12707,Alti Firmansyah
12708,Evan Doc Shaner
12709,Ramon Villalobos
12711,David Walker
12712,Donny Cates
12713,JJ Kirby
12714,Kelly Thompson
4523,Val Semeiks
12715,Juan Gedeon
4526,Anthony Winn
4538,Edgar Tadeo
4540,Dusty Abell
4541,Mat Broome
4544,Angel Unzueta Galarza
12737,Chris Sims
12738,Chad Bowers
12739,Riley Rossmo
4545,Wayne Robinson
12741,Ramon Bachs
4550,Steve Scott
12743,Michael Rosenberg
12742,Prudence Shen
12745,Hayden Sherman
4554,Wilson Ramos
12740,Dennis Culver
12749,Rhoald Marcellius
4559,Sunny Lee
12752,Brent Schoonover
12753,Ryan Ferrier
12754,Aaron Conley
12755,Logan Faerber
12751,Ramon Rosasnas
4565,Matt Nixon
12759,Christopher Hastings
4567,Ray Snyder
12762,Elmo Bondoc
12763,Jody Houser
12765,Natacha Bustos
4574,Ryan Bodenheim
12767,Vanesa Del Rey
12768,Jen Soska
12769,Sylvia Soska
12770,Aaron Alexovich
4579,Gerald DeCaire
12771,Matthew Rosenberg
12773,Daniel Warren Johnson
12774,Domo Stanton
12772,Patrick Kindlon
12776,Jason Copland
12779,Tom King
12780,David Navarrot
4589,Chris Alexander
4590,Luciano Lima
4591,Ramon Bernado
12782,Veronica Fish
4593,Warren Simons
12785,Amy Reeder
12781,Jose Molina
12789,More
12790,Danilo S. Beyruth
12791,Tara Butters
12792,Michele Fazekas
12795,Kevin Burke
12796,Mario DelPennino
12798,Amy Chu
12799,Ryan Browne
12800,Afu Chan
12801,Annapaola Martello
4610,Scripter
12802,Ben Caldwell
12805,Mairghread Scott
12806,Joelle Jones
12807,Chelsea Cain
12808,Kate Niemczyk
12809,Gerardo Zaffino
12811,SOUTCH SOUTCH
12812,JL Mast
12815,Andrea Broccardo
4624,Cedric Nocon
12816,Chuck Wendig
12817,Emilio Laiso
12818,Will Corona Pilgrim
12819,Jeff King
12820,F Flaviano
12821,Eric Palicki
12822,Paolo Villanelli
12823,Jorge Coelho
12825,Leonardo Romero
12824,Tara Butters
4637,John Ridgeway
12830,Geoffo
12831,Scott Aukerman
12829,Rahmat Handoko
12836,Ruth Gage
4645,Nova Ren Suma
12838,Jeremy Whitley
12839,Ben Acker
12840,Ben Blacker
12841,Tula Lotay
12842,Nathan Stockman
12837,Chris Gage
12844,A CO
12843,Nick Kocher
12846,Javier Pina
12847,Chuck Brown
12848,Chris Visions
4658,Cary Burkett
12851,Anthony Piper
4661,Joe Brozowski
12854,Paul Allor
12855,Diego Olortegui
12856,Juanan Ramirez
12859,Mike Miller
12860,John Allison
12861,Derek Landy
12862,Rosi Kampe
12863,Irene Strychalski
12864,Flaviano
12865,Raymund Bermudez
12866,James Patterson
12869,Brandon Easton
12870,Alison Sampson
12871,Ollie Masters
4681,Vincent Evans
12875,Ricardo LÓpez Ortiz
12876,Joshua Corin
12879,Ibrahim Moustafa
12880,Ian Doescher
12885,Will Robson
12886,Geoffrey Thorne
12888,James Stokoe
12890,Leila Del Duca
12892,SI YEON PARK
12893,JI EUN PARK
12894,JAE SUNG LEE
12895,MIN JU LEE
12896,JAE WOONG LEE
12897,Hee Ye Cho
12898,IN YOUNG LEE
12899,Woo Bin Choi
12902,Kim Jacinto
12903,Wallace Wood
4714,Norman Felche
12907,William Graham Jr.
12909,Trevor von Eedon
12910,Jay Fosgitt
12915,Wilfredo Torres
12917,Nilah Magruder
12918,Brian Level
12919,Katherine Brown
12921,Thony Silas
4731,Scott Hampton
4732,Brian Smith
12925,Djibril Morissette-Phan
12924,Martin Morazzo
12932,Wayne Brady
12933,Jonathan Magnum
12934,Sina Grace
12935,Rex Ogle
12936,Sean Izaakse
12937,Penn Jillette
12939,Ron Fortier
12940,Roxane Gay
12941,Yona Harvey
12943,Jason Muhr
12944,Edgar Salazar
12945,Mariko Tamaki
12946,Myisha Haynes
12947,Nicole Perlman
12948,Margaret Stohl
12950,Eric Koda
12951,Val Semekis
12952,Daniel Govar
12953,Todd Casey
12954,Elliott Casey
12955,Ro Stein
12956,Ted Brandt
12957,Method Man
12958,Balak
12959,Cedric Tchao
12961,Elsa Charretier
12962,Charlamagne tha God
12963,Matt Owens
12964,Christopher Allen
12966,Matt Horak
12968,Guillermo Sanna
12969,Ardian Syaf
12972,Leah Williams
12973,Gabby Rivera
12979,Aaron Kuder
4790,Alan Grant
12983,Dan Slott
4792,Todd Smith
4794,Steve Carr
4795,Deryl Skelton
4796,Keith Aiken
12989,Jordie Bellaire
12991,Rachelle Rosenberg
12995,Nelson Blake II
12998,Jan Bazaldua
12999,Will Sliney
13004,Kevin Libranda
13007,Ro Stein
13008,Ruth Redmond
13011,Tyler Crook
13012,Bruno Oliveira
13015,Robbie Thompson
13017,Bryan Edward Hill
13018,Ricardo Lopez-Ortiz
13020,Jahnoy Lindsay
13022,R.L. Stine
13024,Hannah Blumenreich
13026,Jeffrey Veregge
13029,Guillermo Sanna
13031,Juann Cabal
13032,Matthew Owens
13033,Nico Leon
4841,Howard Purcell
13034,Miguel Sepulveda
4844,Steve Parkhouse
13035,R.L. Stine
13040,Adam Gorham
13042,Mike Mckone
13047,Rob DiSalvo
13049,Gabby Rivera
4858,Margaret Clark
13053,Max Bemis
13054,Zac Gorman
13055,Richard Isanove
4866,Tina Chrioproces
13059,Fred Van Lente
13061,Cory Smith
13063,Edgar Salazar
13066,Chris Sims
4874,Joe Barney
13068,J. Scott Campbell
13069,Jen Bartel
13071,Julian Lopez
13076,Chris Mccarver
4885,Michael Lopez
4886,Will Murray
13077,Daron Jensen
13081,Saladin Ahmed
13082,Goran Sudzuka
13084,Nicholas Kocher
13087,Mario Del Pennino
13089,Wellinton Alves
13092,Dennis O'neil
13094,Dave Hunt
13095,James Sherman
13098,Rafael Pinto Albuquerque
13099,Susan K. Putney
13100,Jeph York
13106,Joshua Cassara
13110,Robert Gill
13111,Aud Koch
13113,Rembert Browne
13115,M Mast
4926,Alvin Lee
4927,Omar Dogan
13119,Francesco Gaston
13123,Chad Bowers &amp; Chris Sims
13124,Alec Morgan
13125,Karla Pacheco
13126,Georges Duarte
13128,Nick Roche
13129,Mack Chater
13132,Ivan Cohen
13137,Clay Chapman
13138,In-Hyuk Lee
13141,Michele Bandini
13142,Yusaku Komiyama
13144,Michael Avon Oeming
4953,Bob Gale
4954,Phil Winslade
13146,Danny Miki
13147,Juan Santacruz
13152,Joe Quesada
4960,Manuel Gutierrez
13154,Rainbow Rowell
13155,Mike Bowden
13156,Magdelene Visaggio
13164,Elliott Kalan
13165,M.C. Wyman
13168,Chuck Brown
4981,Steve Kurth
13173,Rodney Barnes
4983,Paul Tobin
13175,Marco Lorenzana
13176,Marc Borstel
4986,Robert Louis Stevenson
4987,Mario Gully
13179,Alex Arizmendi
4989,Nic Klein
4990,Kevin Grevioux
13183,J.M. DeMatteis
4992,Simon Bowland
4991,Frank Martin
4994,Kalman Andrasofszky
4995,Eric Nguyen
13186,Kelley Jones
13189,Kazuki Baba
4996,Mark Miller
4999,Steve Pugh
13191,Charles Nicholas Wojtkoski
13190,Arvell Jones
5003,Simone Peruzzi
13196,John Romita Jr.
13198,Gardner Fox
5007,Eric Powell
13199,Marika Cresta
13205,Lilah Sturges
5013,David Wiltfong
5015,Rodney Buchemi
13208,Nnedi Okorafor
13206,Justin Jordan
13209,Douglas Franchin
5019,Hugo Petrus
5021,Paul Benjamin
5022,David Nakayama
5026,Shawn Martinbrough
5027,Chris Moreno
13219,Caspar Wijngaard
5029,Eric Basaldua
13222,Sebastian Carrillo
5033,Clint Langley
13225,Alberto Alburquerque
13226,Robert Cassell
5036,Carlos Ferreira
13228,Michael Shelfer
5039,Wellington Alves
13231,Brian Churilla
5040,Tim Daniel
13233,Evan Narcisse
13232,Ethan Sacks
5044,Marc Silvestri
5043,Steve Leiber
13235,Geoffrey Shaw
13239,Simone Buonfantino
13236,Guiu Vilanova
13240,Diego Bernard
13241,Ed Piskor
13234,Christa Faust
5052,Jimmy Palmiotti
13245,Jose Luis
13251,Salva Espin
13254,Alitha E. Martinez
13257,Giada Marchisio
5068,Alberto Ponticelli
13262,Dan Chichester
13264,Jose Luis
5075,Bobbie Chase
13268,Peter B. Gillis
13270,Daniel Kibblesmith
13272,John Romita Sr.
13276,C.F. Villa
13278,Ruy Jose
13279,Christopher Sebela
13280,Damian Couceiro
5091,Robin D. Laws
13283,Gang Hyuk Lim
13287,Monty Nero
13292,Scott Mcdaniel
13293,Daerick Gross
13296,Ryan Ottley
5105,Pop Mhan
5106,Scot George Eaton
13297,Zac Thompson
5107,Patrick Olliffe
13298,Lonnie Nadler
13302,P. Craig Russell
13299,Martin Simmonds
4272,Scott Levy
5113,John Bosco
13300,Gary Whitta
13305,Martha Thomases
13308,Roberto De La Torre
13309,Elizabeth Dismang Breitweiser
5119,Mike Lilly
13314,Carl Pfeuffer
5124,Dan Lawlis
5125,Walter M. Simonson
5126,Barry Smith
5127,Travis Charest
13319,Pat Olliffe
5128,David Morrell
5131,Shawn Moll
5133,Farel Dalrymple
5134,Jonathan Lethem
5135,Karl Rusnak
13328,Brian Clevinger
5136,Paul Hornschemeier
5138,Cafu
5139,Amilton Santos
13330,Jess Ruffner
13329,Jess Ruffner
5142,Rich Koslowski
5143,Dave Wilkins
5144,Kathryn Immonen
5145,M. Zachary Sherman
13336,Jeff Moore
5147,Gregg Hurwitz
5140,Francis Tsai
13341,Dynamite Steve Sadowski
13342,Dynamite Jim Krueger
13347,Shon C. Bury
5158,Rafa Sandoval
13350,Marcio Fiorito
13352,Mike Zeck
5160,Philip J. Noto
13359,Top Cow Marc Silvestri
13363,Jorge Lucas
5178,Mike Baron
13370,Alex Jubran
13372,Alex Irvine
5180,Rico Rival
5179,Seth Biederman
13376,Ale Garza
5187,Evan Dorkin
13388,Steve Harris
13389,Matt Smith
13390,Ivan Velez
13401,Stephen Parkhouse
13403,G Geoffo
13406,Jelena Kevic Djurdjevic
13413,Mattia De Iulis
13416,Freddie E. Williams
13417,Neurotic Cartoonist
13424,Gregory Ben Larocque
5237,Gregory Wright
13437,Frank Marraffino
5249,Aubrey Sitterson
13442,Chuck Bb
5251,Vc Joe Caramagna
13443,Dio Neves
13445,Eliot R. Brown
13444,Jon J. Muth
13447,Philip Bond
13453,Eliot S. Maggin
13456,Trevor Von Eeden
13459,Phil Noto
5268,Jim Calafiore
13463,Timothy Green II
13466,Roger Robinson
13467,Patrick C. Duke
5278,Trina Robbins
13471,Jed Mackay
13470,Sheldon Vella
13473,Brian Ching
13474,John Jackson Miller
13489,Aaron Covington
13492,Guillermo Mogorron
13493,Marcelo Frusin
13494,Joey Vazquez
13499,Rob Bock
13504,Daniel Valadez
13510,Sebastian Cabrol
5319,Stockbridge Winslow
5320,Irwin Hasen
5323,Fred Bell
13522,Charles Viola
13526,Derek Charm
13535,John Ney Rieber - Duplicate
13536,Tini Howard
13537,Dylan Burnett
5345,John Compton
13539,Robert Quinn
13540,Francesco Manna
13541,Fiona Kelly
5357,Chris Warner
13550,David Hein
5359,Mike Kanterovich
13554,Simone DI Meo
5362,Jerry Novick
13556,Seanan Mcguire
13558,Juan Ferreyra
13559,Andres Genolet
13560,Ryan Cady
5367,Scott Benefiel
13561,James Towe
13563,Emily Lerner
13562,Max Dunbar
13567,Mike Deodato Jr.
13568,Marie Javins
13570,Amanda Conner
13572,Si Spurrier
13573,Rob Fee
13574,Michael Allred
13575,Eve Ewing
13576,Daniele DI Nicuolo
13577,Cathy Leamy
13578,Anthony Del Col
5392,Fred Schiller
5393,Ken Mcdonald
13586,Joe Caramagna
13588,Jay Baruchel
13590,Vita Ayala
13591,Mirka Andolfo
5401,Jack Harris
13595,Erica D'URSO
13599,Ken Siu-Chong
13600,Alan Tam
13602,Francesco Mobili
13604,Marcelo Ferreira
13605,Odin Austin Shafer
13606,Nina Vakueva
13607,Nyla Innuksuk
13609,Lennie Herman
13612,Joshua Fialkov
13613,Naomi Franquiz
13614,Benjamin Percy
13617,Luca Maresca
13618,James Beard
13619,Roge Antonio
13620,Shea Anton Pensa
13622,Brent Peeples
13623,Ruairi Coleman
13624,Phillip Kennedy Johnson
13625,Ta-Nehisi Coates
13631,Minkyu Jung
13633,Ana Murillo
13638,Jj Kirby
13640,Meredith Finch
13648,The McElroys
13649,Wilton Santos
13651,Michael Dowling
13652,Lalit Kumar
13656,Bria Lavorgna
13657,Bryan Young
13661,Roberto Aguirre-Sacasa
13666,Daniel Hipp
13669,Nao Fuji
13671,Mattea Di Lulis
13672,Rachael Stott
13678,Stephen Mooney
13682,PEACH MOMOKO
13684,John O'Bryan
13687,Gadson of Tan Comics
13688,Haining of Tan Comics
13689,C Cafu
13692,Moy Rodriguez
5501,Jon Favreau
13698,Belen Ortega
13699,Maria Lapham
13701,Jackson Guice
13702,Leo Fernandez
13703,Federico Vicentini
13704,Claire Roe
13705,Keaton Patti
13706,Lucas Werneck
13707,Dana Schwartz
13712,Alex Lins
5521,George Lucas
13714,Cris Loureiro Bolson
13718,Donald F. Glut
13720,Nick Robles
13723,Javier Fernandez
13729,Erik Burnham
13736,S Soutch
13743,Jon Lam
13744,Cian Tormey
13745,Charlie Jane Anders
13746,Anna-Maria Cool
13750,Phillip Kennedy Johnson
13756,Josh Trujillo
13757,Ram. V.
13759,James Calafiore
13763,Martin Egeland
13765,Randall Green
13767,Michael Collins
13768,Win Mortimer
13769,Bill Mantlo
13772,Tom Virkaitis
13773,Mark Simmons
5591,Will Meugniot
13786,Brian Thies
13793,Thomas Tenney
13804,Scot Eaton
13816,Angel Unzueta
5625,Duane Swierczynski
5626,Jefte Paolo
5630,David Vonallman
